R0:26157.633846,0.041792,26157.633984,26157.675913
R1:26158.000741,0.133472,26158.000789,26158.134276
R2:26158.306446,0.018341,26158.306478,26158.324828
R3:26158.791755,0.121834,26158.791783,26158.913627
R4:26158.873428,0.067281,26158.913687,26158.980972
R5:26158.938520,0.082600,26158.980986,26159.063602
R6:26159.068318,0.060026,26159.068347,26159.128380
R7:26159.159092,0.206605,26159.159120,26159.365733
R8:26159.767378,0.105280,26159.767411,26159.872698
R9:26159.969357,0.077822,26159.969385,26160.047219
R10:26159.999976,0.023187,26160.047233,26160.070428
R11:26160.003271,0.135879,26160.070448,26160.206331
R12:26160.032804,0.042700,26160.206343,26160.249048
R13:26160.066896,0.009600,26160.249061,26160.258665
R14:26160.094706,0.020519,26160.258678,26160.279202
R15:26161.461745,0.152254,26161.461790,26161.614060
R16:26161.605652,0.029252,26161.614115,26161.643372
R17:26161.795353,0.061912,26161.795401,26161.857327
R18:26161.998367,0.300302,26161.998398,26162.298709
R19:26162.134464,0.122966,26162.298733,26162.421710
R20:26162.203682,0.122442,26162.421730,26162.544180
R21:26162.353318,0.185106,26162.544193,26162.729303
R22:26162.455568,0.036214,26162.729317,26162.765536
R23:26162.522199,0.209469,26162.765551,26162.975028
R24:26162.851979,0.248530,26162.975050,26163.223590
R25:26162.866453,0.007499,26163.223605,26163.231106
R26:26163.015768,0.090695,26163.231120,26163.321821
R27:26163.058469,0.035757,26163.321835,26163.357595
R28:26163.500359,0.001686,26163.500387,26163.502079
R29:26163.513640,0.005431,26163.513668,26163.519105
R30:26163.636044,0.293994,26163.636077,26163.930077
R31:26163.690495,0.158606,26163.930094,26164.088716
R32:26164.155501,0.064667,26164.155557,26164.220242
R33:26164.217581,0.119013,26164.220284,26164.339309
R34:26164.311699,0.091816,26164.339353,26164.431185
R35:26164.455424,0.003339,26164.455454,26164.458803
R36:26164.607141,0.223819,26164.607227,26164.831057
R37:26164.722315,0.106364,26164.831101,26164.937477
R38:26165.256537,0.111788,26165.256595,26165.368406
R39:26165.323500,0.036419,26165.368463,26165.404909
R40:26165.527878,0.015124,26165.527951,26165.543087
R41:26165.760813,0.176741,26165.760860,26165.937634
R42:26165.876863,0.033415,26165.937674,26165.971126
R43:26166.230367,0.186534,26166.230427,26166.416983
R44:26166.282422,0.096708,26166.417026,26166.513749
R45:26166.368721,0.074024,26166.513778,26166.587814
R46:26166.995614,0.163059,26166.995668,26167.158742
R47:26167.209851,0.214719,26167.209899,26167.424646
R48:26167.325708,0.140512,26167.424702,26167.565237
R49:26167.427396,0.201567,26167.565293,26167.766879
R50:26167.657979,0.020260,26167.766916,26167.787189
R51:26167.789752,0.210611,26167.789783,26168.000413
R52:26168.389951,0.177430,26168.390013,26168.567468
R53:26168.421948,0.047129,26168.567527,26168.614664
R54:26168.626906,0.027498,26168.626959,26168.654465
R55:26168.820267,0.030616,26168.820329,26168.850972
R56:26169.128678,0.021360,26169.128726,26169.150101
R57:26169.247214,0.026941,26169.247260,26169.274211
R58:26169.288788,0.044893,26169.288836,26169.333753
R59:26169.451422,0.197754,26169.451489,26169.649266
R60:26169.488652,0.011230,26169.649325,26169.660573
R61:26169.510459,0.119092,26169.660594,26169.779698
R62:26169.647306,0.227786,26169.779736,26170.007540
R63:26170.484010,0.040266,26170.484078,26170.524360
R64:26170.714756,0.038326,26170.714795,26170.753136
R65:26170.991870,0.022026,26170.991939,26171.013986
R66:26171.061606,0.023355,26171.061641,26171.085016
R67:26171.237290,0.109777,26171.237337,26171.347132
