R0:26397.877401,0.041792,26397.877565,26397.919493
R1:26398.139513,0.133472,26398.139548,26398.273031
R2:26398.357867,0.018341,26398.357897,26398.376244
R3:26398.704516,0.121834,26398.704549,26398.826394
R4:26398.762861,0.067281,26398.826474,26398.893759
R5:26398.809358,0.082600,26398.893773,26398.976380
R6:26398.902077,0.060026,26398.976415,26399.036447
R7:26398.966915,0.206605,26399.036461,26399.243072
R8:26399.401403,0.105280,26399.401432,26399.506718
R9:26399.545677,0.077822,26399.545705,26399.623535
R10:26399.567566,0.023187,26399.623557,26399.646751
R11:26399.569921,0.135879,26399.646778,26399.782665
R12:26399.591016,0.042700,26399.782681,26399.825386
R13:26399.615368,0.009600,26399.825400,26399.835011
R14:26399.635242,0.020519,26399.835024,26399.855548
R15:26400.611710,0.152254,26400.611743,26400.764010
R16:26400.714496,0.029252,26400.764031,26400.793287
R17:26400.849991,0.061912,26400.850016,26400.911933
R18:26400.994993,0.300302,26400.995021,26401.295328
R19:26401.092212,0.122966,26401.295342,26401.418313
R20:26401.141654,0.122442,26401.418327,26401.540792
R21:26401.248537,0.185106,26401.540833,26401.725963
R22:26401.321574,0.036214,26401.726008,26401.762237
R23:26401.369170,0.209469,26401.762271,26401.971752
R24:26401.604727,0.248530,26401.971775,26402.220313
R25:26401.615069,0.007499,26402.220335,26402.227839
R26:26401.721727,0.090695,26402.227853,26402.318556
R27:26401.752235,0.035757,26402.318571,26402.354333
R28:26402.067885,0.001686,26402.354346,26402.356035
R29:26402.077371,0.005431,26402.356050,26402.361485
R30:26402.164797,0.293994,26402.361497,26402.655510
R31:26402.203688,0.158606,26402.655570,26402.814185
R32:26402.535856,0.064667,26402.814211,26402.878884
R33:26402.580206,0.119013,26402.878900,26402.997920
R34:26402.647412,0.091816,26402.997935,26403.089757
R35:26402.750075,0.003339,26403.089772,26403.093116
R36:26402.858432,0.223819,26403.093129,26403.316953
R37:26402.940670,0.106364,26403.316968,26403.423337
R38:26403.322238,0.111788,26403.423351,26403.535144
R39:26403.370038,0.036419,26403.535157,26403.571581
R40:26403.515995,0.015124,26403.571594,26403.586723
R41:26403.682339,0.176741,26403.682369,26403.859118
R42:26403.765216,0.033415,26403.859139,26403.892560
R43:26404.017692,0.186534,26404.017761,26404.204302
R44:26404.054853,0.096708,26404.204321,26404.301035
R45:26404.116483,0.074024,26404.301050,26404.375082
R46:26404.564244,0.163059,26404.564278,26404.727343
R47:26404.717260,0.214719,26404.727358,26404.942118
R48:26404.799986,0.140512,26404.942131,26405.082648
R49:26404.872595,0.201567,26405.082660,26405.284234
R50:26405.037275,0.020260,26405.284247,26405.304509
R51:26405.131387,0.210611,26405.304521,26405.515137
R52:26405.560082,0.177430,26405.560107,26405.737543
R53:26405.582918,0.047129,26405.737559,26405.784693
