R0:26733.185882,0.041792,26733.186053,26733.227960
R1:26733.389777,0.133472,26733.389813,26733.523296
R2:26733.559614,0.018341,26733.559643,26733.577993
R3:26733.829233,0.121834,26733.829259,26733.951104
R4:26733.874613,0.067281,26733.951177,26734.018462
R5:26733.910778,0.082600,26734.018477,26734.101086
R6:26733.982895,0.060026,26734.101099,26734.161130
R7:26734.033323,0.206605,26734.161142,26734.367761
R8:26734.371258,0.105280,26734.371302,26734.476587
R9:26734.483490,0.077822,26734.483520,26734.561349
R10:26734.500523,0.023187,26734.561365,26734.584553
R11:26734.502357,0.135879,26734.584575,26734.720457
R12:26734.518765,0.042700,26734.720471,26734.763175
R13:26734.537706,0.009600,26734.763188,26734.772795
R14:26734.553160,0.020519,26734.772809,26734.793366
R15:26735.312650,0.152254,26735.312686,26735.464953
R16:26735.392601,0.029252,26735.464985,26735.494242
R17:26735.497988,0.061912,26735.498013,26735.559933
R18:26735.610767,0.300302,26735.610791,26735.911101
R19:26735.686382,0.122966,26735.911114,26736.034085
R20:26735.724841,0.122442,26736.034101,26736.156548
R21:26735.807975,0.185106,26736.156561,26736.341671
R22:26735.864784,0.036214,26736.341684,26736.377899
R23:26735.901804,0.209469,26736.377913,26736.587386
R24:26736.085014,0.248530,26736.587399,26736.835943
R25:26736.093054,0.007499,26736.835963,26736.843468
R26:26736.176011,0.090695,26736.843483,26736.934182
R27:26736.199734,0.035757,26736.934196,26736.969954
R28:26736.445230,0.001686,26736.969968,26736.971655
R29:26736.452609,0.005431,26736.971669,26736.977104
R30:26736.520609,0.293994,26736.977117,26737.271120
R31:26736.550857,0.158606,26737.271135,26737.429754
R32:26736.809191,0.064667,26737.429776,26737.494448
R33:26736.843661,0.119013,26737.494463,26737.613491
R34:26736.895926,0.091816,26737.613517,26737.705338
R35:26736.975771,0.003339,26737.705353,26737.708697
R36:26737.060048,0.223819,26737.708710,26737.932534
R37:26737.124010,0.106364,26737.932547,26738.038920
R38:26737.420784,0.111788,26738.038937,26738.150729
R39:26737.457959,0.036419,26738.150744,26738.187167
R40:26737.571480,0.015124,26738.187182,26738.202311
R41:26737.700855,0.176741,26738.202324,26738.379069
R42:26737.765307,0.033415,26738.379083,26738.412502
R43:26737.961676,0.186534,26738.412515,26738.599053
R44:26737.990574,0.096708,26738.599067,26738.695779
R45:26738.038507,0.074024,26738.695792,26738.769820
R46:26738.386770,0.163059,26738.769833,26738.932911
R47:26738.505766,0.214719,26738.932952,26739.147710
R48:26738.570110,0.140512,26739.147732,26739.288249
R49:26738.626586,0.201567,26739.288270,26739.489851
R50:26738.754670,0.020260,26739.489884,26739.510147
R51:26738.827886,0.210611,26739.510163,26739.720780
R52:26739.161332,0.177430,26739.720797,26739.898232
R53:26739.179093,0.047129,26739.898246,26739.945380
R54:26739.292954,0.027498,26739.945395,26739.972897
R55:26739.400365,0.030616,26739.972911,26740.003531
R56:26739.571702,0.021360,26740.003543,26740.024907
R57:26739.637539,0.026941,26740.024919,26740.051864
R58:26739.660622,0.044893,26740.051880,26740.096777
R59:26739.750955,0.197754,26740.096790,26740.294548
R60:26739.771612,0.011230,26740.294561,26740.305795
R61:26739.783719,0.119092,26740.305807,26740.424903
R62:26739.859735,0.227786,26740.424916,26740.652711
R63:26740.324552,0.040266,26740.652728,26740.692995
R64:26740.452717,0.038326,26740.693020,26740.731354
R65:26740.606654,0.022026,26740.731371,26740.753405
R66:26740.645368,0.023355,26740.753419,26740.776779
R67:26740.742963,0.109777,26740.776794,26740.886580
R68:26740.761339,0.131443,26740.886601,26741.018049
R69:26740.776242,0.113898,26741.018063,26741.131967
R70:26740.796162,0.249818,26741.131981,26741.381804
R71:26740.804781,0.061436,26741.381818,26741.443257
R72:26740.810780,0.022877,26741.443273,26741.466151
R73:26740.832321,0.109934,26741.466164,26741.576102
R74:26741.009940,0.285300,26741.576115,26741.861426
R75:26741.128700,0.118834,26741.861445,26741.980288
R76:26741.242057,0.012076,26741.980302,26741.992382
R77:26741.252968,0.006788,26741.992396,26741.999189
R78:26741.334574,0.019082,26741.999727,26742.018815
R79:26741.342631,0.142751,26742.018828,26742.161583
R80:26741.411393,0.117406,26742.161597,26742.279009
R81:26741.506035,0.014312,26742.279023,26742.293339
R82:26741.511968,0.019047,26742.293353,26742.312405
R83:26742.840276,0.011172,26742.840308,26742.851489
R84:26743.085519,0.004631,26743.085561,26743.090211
R85:26743.765421,0.006256,26743.765448,26743.771718
R86:26743.992588,0.213737,26743.992612,26744.206358
R87:26743.993065,0.016575,26744.206373,26744.222954
R88:26744.093196,0.041423,26744.222972,26744.264400
R89:26744.112992,0.142759,26744.264414,26744.407178
R90:26744.384350,0.067004,26744.407191,26744.474200
R91:26744.433789,0.050211,26744.474213,26744.524427
R92:26744.530042,0.008747,26744.530066,26744.538818
R93:26744.659252,0.117992,26744.659285,26744.777291
R94:26744.743349,0.404774,26744.777311,26745.182089
R95:26744.783671,0.175048,26745.182106,26745.357162
R96:26744.879268,0.082609,26745.357175,26745.439793
R97:26745.032339,0.114795,26745.439807,26745.554606
R98:26745.036353,0.216275,26745.554619,26745.770902
R99:26745.235380,0.148173,26745.770916,26745.919098
R100:26745.464953,0.113487,26745.919117,26746.032609
R101:26745.896534,0.342518,26746.032660,26746.375183
R102:26746.156190,0.057307,26746.375197,26746.432507
R103:26746.278336,0.147669,26746.432521,26746.580194
R104:26746.298243,0.006677,26746.580208,26746.586887
R105:26746.542446,0.023756,26746.586901,26746.610662
R106:26746.659007,0.021687,26746.659030,26746.680723
R107:26746.769333,0.031755,26746.769360,26746.801123
R108:26746.903348,0.021935,26746.903376,26746.925320
R109:26746.947654,0.083549,26746.947676,26747.031232
R110:26746.956226,0.087755,26747.031246,26747.119011
R111:26746.984359,0.296387,26747.119024,26747.415416
R112:26747.063780,0.065824,26747.415429,26747.481274
R113:26747.100298,0.010019,26747.481306,26747.491330
R114:26747.241456,0.074818,26747.491344,26747.566168
R115:26747.312316,0.049959,26747.566185,26747.616149
R116:26747.633229,0.156817,26747.633262,26747.790084
R117:26747.678804,0.000270,26747.790104,26747.790375
R118:26747.742152,0.076042,26747.790407,26747.866453
R119:26747.789165,0.022203,26747.866467,26747.888674
R120:26747.988200,0.054968,26747.988223,26748.043200
R121:26748.113254,0.030315,26748.113278,26748.143600
R122:26748.186340,0.016798,26748.186378,26748.203183
R123:26748.324700,0.003477,26748.324724,26748.328206
R124:26748.432754,0.099223,26748.432777,26748.532012
R125:26748.492143,0.084593,26748.532027,26748.616627
R126:26748.616668,0.017009,26748.616692,26748.633704
R127:26748.664050,0.082217,26748.664077,26748.746299
R128:26748.768432,0.033171,26748.768460,26748.801636
R129:26748.914227,0.018826,26748.914259,26748.933090
R130:26749.064103,0.096201,26749.064131,26749.160345
R131:26749.346048,0.024785,26749.346116,26749.370916
R132:26749.463757,0.007644,26749.463808,26749.471468
R133:26749.548266,0.174891,26749.548295,26749.723196
R134:26749.581813,0.008202,26749.723220,26749.731427
R135:26749.710571,0.037399,26749.731442,26749.768843
R136:26749.723688,0.074955,26749.768856,26749.843815
R137:26749.819211,0.028398,26749.843830,26749.872236
R138:26749.941250,0.028351,26749.941275,26749.969635
R139:26750.107381,0.017534,26750.107410,26750.124951
R140:26750.151837,0.000299,26750.151864,26750.152168
R141:26750.613887,0.033557,26750.613948,26750.647521
R142:26750.809137,0.047799,26750.809178,26750.856994
R143:26750.832335,0.209371,26750.857050,26751.066444
R144:26751.186276,0.100075,26751.186309,26751.286392
R145:26751.347141,0.096473,26751.347165,26751.443650
R146:26751.361502,0.124036,26751.443671,26751.567740
R147:26751.415314,0.206683,26751.567774,26751.774465
R148:26751.733730,0.018966,26751.774481,26751.793452
R149:26751.953729,0.066181,26751.953757,26752.019948
R150:26752.129128,0.196097,26752.129195,26752.325326
R151:26752.168391,0.172609,26752.325390,26752.498010
R152:26752.435518,0.071541,26752.498032,26752.569581
R153:26752.512135,0.026674,26752.569598,26752.596274
R154:26752.531881,0.056505,26752.596291,26752.652800
R155:26752.754048,0.157508,26752.754076,26752.911595
R156:26752.823281,0.028665,26752.911886,26752.940560
R157:26752.899419,0.096048,26752.940575,26753.036630
R158:26752.921534,0.012477,26753.036644,26753.049127
R159:26753.066019,0.056509,26753.066052,26753.122565
R160:26753.168716,0.107356,26753.168744,26753.276106
R161:26753.371063,0.020915,26753.371091,26753.392017
