R0:26623.416518,0.041792,26623.416675,26623.458590
R1:26623.645893,0.133472,26623.645929,26623.779410
R2:26623.836960,0.018341,26623.836986,26623.855333
R3:26624.140278,0.121834,26624.140301,26624.262145
R4:26624.191330,0.067281,26624.262205,26624.329491
R5:26624.232015,0.082600,26624.329506,26624.412111
R6:26624.313142,0.060026,26624.412124,26624.472155
R7:26624.369872,0.206605,26624.472168,26624.678820
R8:26624.750059,0.105280,26624.750095,26624.855384
R9:26624.876314,0.077822,26624.876342,26624.954170
R10:26624.895477,0.023187,26624.954186,26624.977377
R11:26624.897540,0.135879,26624.977405,26625.113287
R12:26624.915999,0.042700,26625.113301,26625.156012
R13:26624.937318,0.009600,26625.156024,26625.165627
R14:26624.954702,0.020519,26625.165640,26625.186167
R15:26625.809093,0.152254,26625.809121,26625.961385
R16:26625.899027,0.029252,26625.961401,26625.990658
R17:26626.017585,0.061912,26626.017608,26626.079524
R18:26626.144455,0.300302,26626.144479,26626.444786
R19:26626.229517,0.122966,26626.444800,26626.567770
R20:26626.272779,0.122442,26626.567784,26626.690230
R21:26626.366301,0.185106,26626.690244,26626.875354
R22:26626.430208,0.036214,26626.875367,26626.911589
R23:26626.471854,0.209469,26626.911602,26627.121077
R24:26626.677964,0.248530,26627.121115,26627.369653
R25:26626.687009,0.007499,26627.369667,26627.377167
R26:26626.780334,0.090695,26627.377180,26627.467880
R27:26626.807025,0.035757,26627.467893,26627.503653
R28:26627.083205,0.001686,26627.503666,26627.505353
R29:26627.091503,0.005431,26627.505369,26627.510802
R30:26627.167999,0.293994,26627.510814,26627.804812
R31:26627.202044,0.158606,26627.804825,26627.963436
R32:26627.492665,0.064667,26627.963448,26628.028120
R33:26627.531442,0.119013,26628.028133,26628.147150
R34:26627.590243,0.091816,26628.147163,26628.238986
R35:26627.680066,0.003339,26628.239009,26628.242350
R36:26627.774878,0.223819,26628.242363,26628.466186
R37:26627.846836,0.106364,26628.466199,26628.572567
R38:26628.180703,0.111788,26628.572581,26628.684372
R39:26628.222521,0.036419,26628.684385,26628.720808
R40:26628.350228,0.015124,26628.720821,26628.735949
R41:26628.495772,0.176741,26628.735961,26628.912706
R42:26628.568280,0.033415,26628.912718,26628.946137
R43:26628.789195,0.186534,26628.946150,26629.132691
R44:26628.821704,0.096708,26629.132704,26629.229430
R45:26628.875625,0.074024,26629.229468,26629.303501
R46:26629.267419,0.163059,26629.303516,26629.466579
R47:26629.401293,0.214719,26629.466598,26629.681322
R48:26629.473679,0.140512,26629.681336,26629.821856
R49:26629.537214,0.201567,26629.821871,26630.023446
R50:26629.681313,0.020260,26630.023460,26630.043725
R51:26629.763660,0.210611,26630.043742,26630.254358
R52:26630.138769,0.177430,26630.254371,26630.431804
R53:26630.158750,0.047129,26630.431818,26630.478955
R54:26630.286840,0.027498,26630.478967,26630.506471
R55:26630.407667,0.030616,26630.506486,26630.537112
R56:26630.600400,0.021360,26630.600430,26630.621795
R57:26630.674472,0.026941,26630.674496,26630.701446
R58:26630.700449,0.044893,26630.701468,26630.746369
R59:26630.802078,0.197754,26630.802107,26630.999871
R60:26630.825334,0.011230,26630.999891,26631.011127
R61:26630.838954,0.119092,26631.011139,26631.130237
R62:26630.924470,0.227786,26631.130250,26631.358043
R63:26631.447387,0.040266,26631.447418,26631.487690
R64:26631.591580,0.038326,26631.591604,26631.629936
R65:26631.764774,0.022026,26631.764842,26631.786888
R66:26631.808366,0.023355,26631.808397,26631.831759
R67:26631.918166,0.109777,26631.918195,26632.027979
R68:26631.938847,0.131443,26632.027997,26632.159445
R69:26631.955611,0.113898,26632.159459,26632.273365
R70:26631.978024,0.249818,26632.273385,26632.523211
R71:26631.987717,0.061436,26632.523233,26632.584674
